Date,Reading,Night,A-HR,Max-HR,Min-HR,Steps
2021-08-06 04:50:30,165,50,,,,
2021-08-06 05:00:00,,,,,,4
2021-08-06 05:05:30,168,50,,,,
2021-08-06 05:15:00,,,,,,4
2021-08-06 05:20:30,166,50,,,,
2021-08-06 05:30:00,,,,,,4
2021-08-06 05:35:30,162,50,,,,
2021-08-06 05:45:00,,,,,,4
2021-08-06 05:50:30,153,50,,,,
2021-08-06 05:59:30,147,50,,,,
2021-08-06 06:00:00,,,,,,4
2021-08-06 06:00:30,145,50,,,,
2021-08-06 06:01:30,144,50,,,,
2021-08-06 06:02:30,143,50,,,,
2021-08-06 06:03:30,143,50,,,,
2021-08-06 06:04:30,142,50,,,,
2021-08-06 06:05:30,142,50,,,,
2021-08-06 06:06:30,142,50,,,,
2021-08-06 06:07:30,141,50,,,,
2021-08-06 06:08:30,142,50,,,,
2021-08-06 06:09:30,142,50,,,,
2021-08-06 06:10:30,142,50,,,,
2021-08-06 06:11:30,142,50,,,,
2021-08-06 06:12:30,142,50,,,,
2021-08-06 06:13:30,141,50,,,,
2021-08-06 06:14:30,141,50,,,,
2021-08-06 06:15:00,,,,,,4
2021-08-06 06:20:30,136,50,,,,
2021-08-06 06:30:00,,,,,,4
2021-08-06 06:35:30,135,50,,,,
2021-08-06 06:45:00,,,65,65,65,4
2021-08-06 06:50:30,124,50,,,,
2021-08-06 06:58:30,109,50,,,,
2021-08-06 06:59:30,107,50,,,,
2021-08-06 07:00:00,,,59,59,59,4
2021-08-06 07:00:30,105,40,,,,
2021-08-06 07:01:30,105,40,,,,
2021-08-06 07:02:30,104,40,,,,
2021-08-06 07:03:30,103,40,,,,
2021-08-06 07:04:30,102,40,,,,
2021-08-06 07:05:30,101,40,,,,
2021-08-06 07:06:30,99,40,,,,
2021-08-06 07:07:30,99,40,,,,
2021-08-06 07:08:30,98,40,,,,
2021-08-06 07:09:30,96,40,,,,
2021-08-06 07:10:30,95,40,,,,
2021-08-06 07:11:30,95,40,,,,
2021-08-06 07:12:30,93,40,,,,
2021-08-06 07:13:30,93,40,,,,
2021-08-06 07:15:00,,,65,65,65,4
2021-08-06 07:16:30,91,40,,,,
2021-08-06 07:17:30,90,40,,,,
2021-08-06 07:18:30,90,40,,,,
2021-08-06 07:19:30,89,40,,,,
2021-08-06 07:20:30,88,40,,,,
2021-08-06 07:21:30,88,40,,,,
2021-08-06 07:22:30,89,40,,,,
2021-08-06 07:23:30,88,40,,,,
2021-08-06 07:24:30,87,40,,,,
2021-08-06 07:25:30,87,40,,,,
2021-08-06 07:26:30,87,40,,,,
2021-08-06 07:27:30,86,40,,,,
2021-08-06 07:28:30,86,40,,,,
2021-08-06 07:29:30,86,40,,,,
2021-08-06 07:30:00,,,,,,4
2021-08-06 07:30:30,86,40,,,,
2021-08-06 07:31:30,86,40,,,,
2021-08-06 07:35:30,88,40,,,,
2021-08-06 07:45:00,,,,,,4
2021-08-06 07:50:30,85,40,,,,
2021-08-06 08:00:00,,,,,,4
2021-08-06 08:05:30,87,40,,,,
2021-08-06 08:15:00,,,,,,4
2021-08-06 08:20:30,91,40,,,,
2021-08-06 08:21:30,94,40,,,,
2021-08-06 08:22:30,94,40,,,,
2021-08-06 08:23:30,95,40,,,,
2021-08-06 08:24:30,95,40,,,,
2021-08-06 08:25:30,94,40,,,,
2021-08-06 08:26:30,94,40,,,,
2021-08-06 08:27:30,94,40,,,,
2021-08-06 08:28:30,95,40,,,,
2021-08-06 08:29:30,94,40,,,,
2021-08-06 08:30:00,,,,,,4
2021-08-06 08:30:30,94,40,,,,
2021-08-06 08:31:30,94,40,,,,
2021-08-06 08:32:30,93,40,,,,
2021-08-06 08:33:30,93,40,,,,
2021-08-06 08:34:30,93,40,,,,
2021-08-06 08:35:30,94,40,,,,
2021-08-06 08:36:30,93,40,,,,
2021-08-06 08:41:30,93,40,,,,
2021-08-06 08:42:30,93,40,,,,
2021-08-06 08:43:30,93,40,,,,
2021-08-06 08:44:30,94,40,,,,
2021-08-06 08:45:00,,,,,,4
2021-08-06 08:45:30,93,40,,,,
2021-08-06 08:46:30,93,40,,,,
2021-08-06 08:47:30,93,40,,,,
2021-08-06 08:48:30,92,40,,,,
2021-08-06 08:49:30,91,40,,,,
2021-08-06 08:50:30,91,40,,,,
2021-08-06 08:51:30,91,40,,,,
2021-08-06 08:52:30,91,40,,,,
2021-08-06 08:53:30,91,40,,,,
2021-08-06 08:54:30,91,40,,,,
2021-08-06 08:55:30,90,40,,,,
2021-08-06 08:56:30,90,40,,,,
2021-08-06 09:00:00,,,,,,4
2021-08-06 09:05:30,92,40,,,,
2021-08-06 09:15:00,,,63,63,63,133
2021-08-06 09:20:30,96,40,,,,
2021-08-06 09:30:00,,,,,,18
2021-08-06 09:35:30,93,40,,,,
2021-08-06 09:45:00,,,,,,18
2021-08-06 09:50:30,92,40,,,,
2021-08-06 10:00:00,,,,,,18
2021-08-06 10:05:30,91,40,,,,
2021-08-06 10:15:00,,,120,120,120,18
2021-08-06 10:20:30,87,40,,,,
2021-08-06 10:30:00,,,,,,18
2021-08-06 10:35:30,84,40,,,,
2021-08-06 10:45:00,,,60,60,60,18
2021-08-06 10:50:30,88,40,,,,
2021-08-06 11:00:00,,,,,,18
2021-08-06 11:05:30,89,40,,,,
2021-08-06 11:15:00,,,,,,18
2021-08-06 11:20:30,86,40,,,,
2021-08-06 11:30:00,,,,,,18
2021-08-06 11:35:30,85,40,,,,
2021-08-06 11:45:00,,,,,,18
2021-08-06 11:50:30,86,40,,,,
2021-08-06 12:00:00,,,,,,18
2021-08-06 12:05:30,83,40,,,,
2021-08-06 12:15:00,,,83,83,83,18
2021-08-06 12:20:30,83,40,,,,
2021-08-06 12:30:00,,,,,,18
2021-08-06 12:35:30,83,40,,,,
2021-08-06 12:45:00,,,,,,18
2021-08-06 12:50:30,82,40,,,,
2021-08-06 13:00:00,,,100,100,100,18
2021-08-06 13:05:30,89,40,,,,
2021-08-06 13:15:00,,,,,,18
2021-08-06 13:20:30,109,40,,,,
2021-08-06 13:30:00,,,,,,18
2021-08-06 13:35:30,123,40,,,,
2021-08-06 13:44:30,127,40,,,,
2021-08-06 13:45:00,,,,,,18
2021-08-06 13:45:30,127,40,,,,
2021-08-06 13:46:30,127,40,,,,
2021-08-06 13:47:30,128,40,,,,
2021-08-06 13:48:30,128,40,,,,
2021-08-06 13:49:30,128,40,,,,
2021-08-06 13:50:30,129,40,,,,
2021-08-06 13:51:30,129,40,,,,
2021-08-06 13:52:30,130,40,,,,
2021-08-06 13:53:30,129,40,,,,
2021-08-06 13:54:30,130,40,,,,
2021-08-06 13:55:30,130,40,,,,
2021-08-06 13:56:30,130,40,,,,
2021-08-06 13:57:30,130,40,,,,
2021-08-06 13:58:30,131,40,,,,
2021-08-06 13:59:30,132,40,,,,
2021-08-06 14:00:00,,,,,,18
2021-08-06 14:05:30,132,40,,,,
2021-08-06 14:15:00,,,,,,18
2021-08-06 14:20:30,133,40,,,,
2021-08-06 14:30:00,,,,,,18
2021-08-06 14:35:30,121,40,,,,
2021-08-06 14:45:00,,,,,,18
2021-08-06 14:50:30,112,40,,,,
2021-08-06 15:00:00,,,,,,18
2021-08-06 15:05:30,103,40,,,,
2021-08-06 15:15:00,,,,,,18
2021-08-06 15:20:30,98,40,,,,
2021-08-06 15:30:00,,,,,,18
2021-08-06 15:35:30,95,40,,,,
2021-08-06 15:45:00,,,,,,18
2021-08-06 15:50:30,90,40,,,,
2021-08-06 16:00:00,,,,,,18
2021-08-06 16:05:30,95,40,,,,
2021-08-06 16:15:00,,,,,,18
2021-08-06 16:20:30,89,40,,,,
2021-08-06 16:30:00,,,,,,18
2021-08-06 16:35:30,82,40,,,,
2021-08-06 16:45:00,,,,,,18
2021-08-06 16:50:30,80,40,,,,
2021-08-06 17:00:00,,,,,,18
2021-08-06 17:05:30,86,40,,,,
2021-08-06 17:15:00,,,,,,18
2021-08-06 17:20:30,91,40,,,,
2021-08-06 17:30:00,,,,,,18
2021-08-06 17:35:30,100,40,,,,
2021-08-06 17:45:00,,,,,,18
2021-08-06 17:50:30,107,40,,,,
2021-08-06 17:54:30,108,40,,,,
2021-08-06 17:55:30,108,40,,,,
2021-08-06 17:56:30,109,40,,,,
2021-08-06 17:57:30,108,40,,,,
2021-08-06 17:58:30,109,40,,,,
2021-08-06 17:59:30,110,40,,,,
2021-08-06 18:00:00,,,,,,18
2021-08-06 18:00:30,110,40,,,,
2021-08-06 18:01:30,110,40,,,,
2021-08-06 18:02:30,111,40,,,,
2021-08-06 18:03:30,111,40,,,,
2021-08-06 18:04:30,112,40,,,,
2021-08-06 18:05:30,111,40,,,,
2021-08-06 18:06:30,111,40,,,,
2021-08-06 18:07:30,112,40,,,,
2021-08-06 18:08:30,111,40,,,,
2021-08-06 18:09:30,112,40,,,,
2021-08-06 18:15:00,,,73,73,73,18
2021-08-06 18:20:30,114,40,,,,
2021-08-06 18:30:00,,,,,,18
2021-08-06 18:35:30,116,40,,,,
2021-08-06 18:45:00,,,76,76,76,18
2021-08-06 18:50:30,113,40,,,,
2021-08-06 18:54:30,106,40,,,,
2021-08-06 18:55:30,106,40,,,,
2021-08-06 18:56:30,104,40,,,,
2021-08-06 18:57:30,103,40,,,,
2021-08-06 18:58:30,101,40,,,,
2021-08-06 18:59:30,101,40,,,,
2021-08-06 19:00:00,,,,,,18
2021-08-06 19:00:30,100,40,,,,
2021-08-06 19:01:30,100,40,,,,
2021-08-06 19:02:30,101,40,,,,
2021-08-06 19:03:30,101,40,,,,
2021-08-06 19:04:30,100,40,,,,
2021-08-06 19:05:30,100,40,,,,
2021-08-06 19:06:30,99,40,,,,
2021-08-06 19:07:30,99,40,,,,
2021-08-06 19:08:30,99,40,,,,
2021-08-06 19:09:30,99,40,,,,
2021-08-06 19:15:00,,,72,77,67,18
2021-08-06 19:20:30,103,40,,,,
2021-08-06 19:30:00,,,82.16666667,112,73,477
2021-08-06 19:35:30,106,40,,,,
2021-08-06 19:45:00,,,95.4,104,92,457
2021-08-06 19:50:30,114,40,,,,
2021-08-06 20:00:00,,,,,,4
2021-08-06 20:05:30,123,40,,,,
2021-08-06 20:15:00,,,63,63,63,4
2021-08-06 20:20:30,133,40,,,,
2021-08-06 20:30:00,,,,,,4
2021-08-06 20:35:30,132,40,,,,
2021-08-06 20:41:30,131,40,,,,
2021-08-06 20:42:30,130,40,,,,
2021-08-06 20:43:30,129,40,,,,
2021-08-06 20:44:30,128,40,,,,
2021-08-06 20:45:00,,,81.875,107,65,243
2021-08-06 20:45:30,127,40,,,,
2021-08-06 20:46:30,126,40,,,,
2021-08-06 20:47:30,124,40,,,,
2021-08-06 20:48:30,123,40,,,,
2021-08-06 20:49:30,123,40,,,,
2021-08-06 20:50:30,120,40,,,,
2021-08-06 20:51:30,121,40,,,,
2021-08-06 20:52:30,118,40,,,,
2021-08-06 20:53:30,118,40,,,,
2021-08-06 20:54:30,116,40,,,,
2021-08-06 20:55:30,116,40,,,,
2021-08-06 20:56:30,119,40,,,,
2021-08-06 21:00:00,,,99.5,107,94,454
2021-08-06 21:05:30,107,40,,,,
2021-08-06 21:15:00,,,73,73,73,101
2021-08-06 21:20:30,114,40,,,,
2021-08-06 21:30:00,,,,,,14
2021-08-06 21:35:30,121,40,,,,
2021-08-06 21:45:00,,,62,62,62,14
2021-08-06 21:50:30,124,40,,,,
2021-08-06 22:00:00,,,,,,14
2021-08-06 22:05:30,118,40,,,,
2021-08-06 22:15:00,,,59,59,59,14
2021-08-06 22:20:30,112,40,,,,
2021-08-06 22:30:00,,,,,,14
2021-08-06 22:35:30,108,40,,,,
2021-08-06 22:45:00,,,74.25,90,65,14
2021-08-06 22:50:30,103,40,,,,
2021-08-06 22:52:30,102,40,,,,
2021-08-06 22:53:30,103,40,,,,
2021-08-06 22:54:30,101,40,,,,
2021-08-06 22:55:30,102,40,,,,
2021-08-06 22:56:30,102,40,,,,
2021-08-06 22:57:30,102,40,,,,
2021-08-06 22:58:30,102,40,,,,
2021-08-06 22:59:30,101,40,,,,
2021-08-06 23:00:00,,,,,,14
2021-08-06 23:00:30,101,40,,,,
2021-08-06 23:01:30,101,40,,,,
2021-08-06 23:02:30,100,40,,,,
2021-08-06 23:03:30,100,40,,,,
2021-08-06 23:04:30,99,40,,,,
2021-08-06 23:05:30,100,40,,,,
2021-08-06 23:06:30,101,40,,,,
2021-08-06 23:07:30,100,40,,,,
2021-08-06 23:15:00,,,71,71,71,14
2021-08-06 23:20:30,100,40,,,,
2021-08-06 23:30:00,,,81,81,81,14
2021-08-06 23:35:30,101,40,,,,
2021-08-06 23:45:00,,,58,58,58,14
2021-08-06 23:50:30,99,40,,,,
2021-08-07 00:00:00,,,,,,25
2021-08-07 00:05:30,92,50,,,,
2021-08-07 00:15:00,,,,,,
2021-08-07 00:20:30,95,50,,,,
2021-08-07 00:30:00,,,,,,
2021-08-07 00:35:30,95,50,,,,
2021-08-07 00:45:00,,,,,,
2021-08-07 00:50:30,91,50,,,,
2021-08-07 01:00:00,,,,,,
2021-08-07 01:05:30,91,50,,,,
2021-08-07 01:15:00,,,,,,
2021-08-07 01:20:30,85,50,,,,
2021-08-07 01:30:00,,,,,,
2021-08-07 01:35:30,82,50,,,,
2021-08-07 01:45:00,,,,,,
2021-08-07 01:50:30,79,50,,,,
2021-08-07 02:00:00,,,,,,
2021-08-07 02:05:30,86,50,,,,
2021-08-07 02:15:00,,,,,,
2021-08-07 02:20:30,89,50,,,,
2021-08-07 02:30:00,,,,,,
2021-08-07 02:35:30,90,50,,,,
2021-08-07 02:45:00,,,,,,
2021-08-07 02:50:30,92,50,,,,
2021-08-07 03:00:00,,,,,,
2021-08-07 03:05:30,92,50,,,,
2021-08-07 03:15:00,,,,,,
2021-08-07 03:20:30,93,50,,,,
2021-08-07 03:30:00,,,,,,
2021-08-07 03:35:30,91,50,,,,
2021-08-07 03:45:00,,,,,,
2021-08-07 03:50:30,82,50,,,,
2021-08-07 04:00:00,,,,,,
2021-08-07 04:05:30,88,50,,,,
2021-08-07 04:15:00,,,,,,
2021-08-07 04:20:30,93,50,,,,
2021-08-07 04:30:00,,,,,,
2021-08-07 04:35:30,97,50,,,,
2021-08-07 04:45:00,,,,,,
2021-08-07 04:50:30,99,50,,,,
2021-08-07 05:00:00,,,,,,
2021-08-07 05:05:30,96,50,,,,
2021-08-07 05:15:00,,,,,,
2021-08-07 05:20:30,96,50,,,,
2021-08-07 05:30:00,,,,,,
2021-08-07 05:35:30,101,50,,,,
2021-08-07 05:45:00,,,60,60,60,
2021-08-07 05:50:30,100,50,,,,
2021-08-07 06:00:00,,,,,,
2021-08-07 06:05:30,94,50,,,,
2021-08-07 06:15:00,,,54,54,54,
2021-08-07 06:20:30,93,50,,,,
2021-08-07 06:30:00,,,,,,
2021-08-07 06:35:30,104,50,,,,
2021-08-07 06:45:00,,,,,,
2021-08-07 06:50:30,100,50,,,,
2021-08-07 07:00:00,,,,,,
2021-08-07 07:05:30,105,40,,,,
2021-08-07 07:15:00,,,,,,
2021-08-07 07:20:30,101,40,,,,
2021-08-07 07:30:00,,,,,,
2021-08-07 07:35:30,97,40,,,,
2021-08-07 07:45:00,,,82,82,82,211
2021-08-07 07:50:30,102,40,,,,
2021-08-07 08:00:00,,,97.57692308,129,82,1053
2021-08-07 08:05:30,100,40,,,,
2021-08-07 08:07:30,95,40,,,,
2021-08-07 08:08:30,94,40,,,,
2021-08-07 08:09:30,93,40,,,,
2021-08-07 08:10:30,93,40,,,,
2021-08-07 08:11:30,93,40,,,,
2021-08-07 08:12:30,92,40,,,,
2021-08-07 08:13:30,92,40,,,,
2021-08-07 08:14:30,92,40,,,,
2021-08-07 08:15:00,,,135.3846154,147,126,1752
2021-08-07 08:15:30,92,40,,,,
2021-08-07 08:16:30,90,40,,,,
2021-08-07 08:17:30,91,40,,,,
2021-08-07 08:18:30,91,40,,,,
2021-08-07 08:19:30,90,40,,,,
2021-08-07 08:20:30,90,40,,,,
2021-08-07 08:21:30,90,40,,,,
2021-08-07 08:22:30,89,40,,,,
2021-08-07 08:23:30,89,40,,,,
2021-08-07 08:24:30,89,40,,,,
2021-08-07 08:25:30,89,40,,,,
2021-08-07 08:26:30,90,40,,,,
2021-08-07 08:27:30,90,40,,,,
2021-08-07 08:28:30,90,40,,,,
2021-08-07 08:29:30,90,40,,,,
2021-08-07 08:30:00,,,105.4230769,149,90,
2021-08-07 08:30:30,90,40,,,,
2021-08-07 08:31:30,90,40,,,,
2021-08-07 08:32:30,90,40,,,,
2021-08-07 08:33:30,90,40,,,,
2021-08-07 08:34:30,90,40,,,,
2021-08-07 08:35:30,90,40,,,,
2021-08-07 08:36:30,90,40,,,,
2021-08-07 08:37:30,90,40,,,,
2021-08-07 08:38:30,90,40,,,,
2021-08-07 08:45:00,,,77.89285714,96,73,
2021-08-07 08:50:30,88,40,,,,
2021-08-07 09:00:00,,,76.64285714,83,71,19
2021-08-07 09:05:30,90,40,,,,
2021-08-07 09:15:00,,,75.23076923,88,66,
2021-08-07 09:20:30,90,40,,,,
2021-08-07 09:30:00,,,72.2,83,65,22
2021-08-07 09:35:30,94,40,,,,
2021-08-07 09:45:00,,,,,,67
2021-08-07 09:50:30,92,40,,,,
2021-08-07 10:00:00,,,,,,67
2021-08-07 10:05:30,94,40,,,,
2021-08-07 10:15:00,,,86,86,86,47
2021-08-07 10:20:30,93,40,,,,
2021-08-07 10:30:00,,,,,,27
2021-08-07 10:35:30,91,40,,,,
2021-08-07 10:45:00,,,68,68,68,27
2021-08-07 10:50:30,89,40,,,,
2021-08-07 11:00:00,,,,,,27
2021-08-07 11:05:30,90,40,,,,
2021-08-07 11:15:00,,,63,63,63,27
2021-08-07 11:20:30,90,40,,,,
2021-08-07 11:30:00,,,,,,27
2021-08-07 11:35:30,87,40,,,,
2021-08-07 11:45:00,,,72,72,72,27
2021-08-07 11:50:30,84,40,,,,
2021-08-07 11:56:30,83,40,,,,
2021-08-07 11:57:30,84,40,,,,
2021-08-07 11:58:30,83,40,,,,
2021-08-07 11:59:30,83,40,,,,
2021-08-07 12:00:00,,,,,,27
2021-08-07 12:00:30,83,40,,,,
2021-08-07 12:01:30,82,40,,,,
2021-08-07 12:02:30,83,40,,,,
2021-08-07 12:03:30,83,40,,,,
2021-08-07 12:04:30,82,40,,,,
2021-08-07 12:05:30,82,40,,,,
2021-08-07 12:06:30,83,40,,,,
2021-08-07 12:07:30,83,40,,,,
2021-08-07 12:08:30,83,40,,,,
2021-08-07 12:09:30,84,40,,,,
2021-08-07 12:10:30,84,40,,,,
2021-08-07 12:11:30,84,40,,,,
2021-08-07 12:15:00,,,62,62,62,27
2021-08-07 12:20:30,83,40,,,,
2021-08-07 12:30:00,,,,,,27
2021-08-07 12:35:30,84,40,,,,
2021-08-07 12:45:00,,,62,62,62,27
2021-08-07 12:50:30,91,40,,,,
2021-08-07 13:00:00,,,,,,27
2021-08-07 13:05:30,95,40,,,,
2021-08-07 13:15:00,,,69,69,69,27
2021-08-07 13:20:30,98,40,,,,
2021-08-07 13:30:00,,,,,,27
2021-08-07 13:35:30,101,40,,,,
2021-08-07 13:45:00,,,83,83,83,27
2021-08-07 13:50:30,106,40,,,,
2021-08-07 14:00:00,,,,,,27
2021-08-07 14:05:30,113,40,,,,
2021-08-07 14:15:00,,,71,71,71,27
2021-08-07 14:20:30,115,40,,,,
2021-08-07 14:30:00,,,,,,27
2021-08-07 14:35:30,116,40,,,,
2021-08-07 14:45:00,,,,,,27
2021-08-07 14:50:30,110,40,,,,
2021-08-07 14:57:30,107,40,,,,
2021-08-07 14:58:30,107,40,,,,
2021-08-07 14:59:30,106,40,,,,
2021-08-07 15:00:00,,,,,,27
2021-08-07 15:00:30,106,40,,,,
2021-08-07 15:01:30,106,40,,,,
2021-08-07 15:02:30,105,40,,,,
2021-08-07 15:03:30,105,40,,,,
2021-08-07 15:04:30,104,40,,,,
2021-08-07 15:05:30,104,40,,,,
2021-08-07 15:06:30,103,40,,,,
2021-08-07 15:07:30,103,40,,,,
2021-08-07 15:08:30,102,40,,,,
2021-08-07 15:09:30,102,40,,,,
2021-08-07 15:10:30,101,40,,,,
2021-08-07 15:11:30,101,40,,,,
2021-08-07 15:12:30,101,40,,,,
2021-08-07 15:15:00,,,,,,27
2021-08-07 15:19:30,100,40,,,,
2021-08-07 15:20:30,99,40,,,,
2021-08-07 15:21:30,99,40,,,,
2021-08-07 15:22:30,99,40,,,,
2021-08-07 15:23:30,100,40,,,,
2021-08-07 15:24:30,99,40,,,,
2021-08-07 15:25:30,98,40,,,,
2021-08-07 15:26:30,98,40,,,,
2021-08-07 15:27:30,98,40,,,,
2021-08-07 15:28:30,99,40,,,,
2021-08-07 15:29:30,99,40,,,,
2021-08-07 15:30:00,,,,,,27
2021-08-07 15:30:30,99,40,,,,
2021-08-07 15:31:30,98,40,,,,
2021-08-07 15:32:30,98,40,,,,
2021-08-07 15:33:30,97,40,,,,
2021-08-07 15:34:30,97,40,,,,
2021-08-07 15:35:30,98,40,,,,
2021-08-07 15:39:30,98,40,,,,
2021-08-07 15:40:30,98,40,,,,
2021-08-07 15:41:30,97,40,,,,
2021-08-07 15:42:30,97,40,,,,
2021-08-07 15:43:30,97,40,,,,
2021-08-07 15:44:30,97,40,,,,
2021-08-07 15:45:00,,,73,73,73,27
2021-08-07 15:45:30,97,40,,,,
2021-08-07 15:46:30,97,40,,,,
2021-08-07 15:47:30,97,40,,,,
2021-08-07 15:48:30,97,40,,,,
2021-08-07 15:49:30,96,40,,,,
2021-08-07 15:50:30,96,40,,,,
2021-08-07 15:51:30,96,40,,,,
2021-08-07 15:52:30,95,40,,,,
2021-08-07 15:53:30,95,40,,,,
2021-08-07 15:54:30,95,40,,,,
2021-08-07 16:00:00,,,,,,27
2021-08-07 16:05:30,95,40,,,,
2021-08-07 16:15:00,,,90,90,90,27
2021-08-07 16:20:30,101,40,,,,
2021-08-07 16:30:00,,,,,,27
2021-08-07 16:35:30,98,40,,,,
2021-08-07 16:45:00,,,,,,27
2021-08-07 16:50:30,101,40,,,,
2021-08-07 17:00:00,,,,,,27
2021-08-07 17:05:30,101,40,,,,
2021-08-07 17:15:00,,,69,69,69,27
2021-08-07 17:20:30,98,40,,,,
2021-08-07 17:30:00,,,,,,27
2021-08-07 17:35:30,90,40,,,,
2021-08-07 17:45:00,,,,,,27
2021-08-07 17:50:30,92,40,,,,
2021-08-07 18:00:00,,,114,114,114,27
2021-08-07 18:05:30,92,40,,,,
2021-08-07 18:15:00,,,112,112,112,27
2021-08-07 18:20:30,91,40,,,,
2021-08-07 18:30:00,,,,,,27
2021-08-07 18:35:30,89,40,,,,
2021-08-07 18:45:00,,,70,70,70,27
2021-08-07 18:50:30,87,40,,,,
2021-08-07 19:00:00,,,,,,27
2021-08-07 19:05:30,80,40,,,,
2021-08-07 19:15:00,,,81,92,70,27
2021-08-07 19:20:30,91,40,,,,
2021-08-07 19:30:00,,,67.3,73,61,27
2021-08-07 19:35:30,99,40,,,,
2021-08-07 19:45:00,,,66,66,66,27
2021-08-07 19:50:30,102,40,,,,
2021-08-07 20:00:00,,,,,,27
2021-08-07 20:05:30,103,40,,,,
2021-08-07 20:15:00,,,70.64285714,73,64,27
2021-08-07 20:20:30,98,40,,,,
2021-08-07 20:30:00,,,96.45833333,127,76,27
2021-08-07 20:35:30,93,40,,,,
2021-08-07 20:45:00,,,86.77272727,97,81,27
2021-08-07 20:50:30,105,40,,,,
2021-08-07 20:53:30,107,40,,,,
2021-08-07 20:54:30,108,40,,,,
2021-08-07 20:55:30,110,40,,,,
2021-08-07 20:56:30,111,40,,,,
2021-08-07 20:57:30,112,40,,,,
2021-08-07 20:58:30,112,40,,,,
2021-08-07 20:59:30,113,40,,,,
2021-08-07 21:00:00,,,,,,27
2021-08-07 21:00:30,113,40,,,,
2021-08-07 21:01:30,112,40,,,,
2021-08-07 21:02:30,113,40,,,,
2021-08-07 21:03:30,113,40,,,,
2021-08-07 21:04:30,113,40,,,,
2021-08-07 21:05:30,113,40,,,,
2021-08-07 21:06:30,113,40,,,,
2021-08-07 21:07:30,113,40,,,,
2021-08-07 21:08:30,114,40,,,,
2021-08-07 21:15:00,,,77,77,77,27
2021-08-07 21:16:30,116,40,,,,
2021-08-07 21:17:30,117,40,,,,
2021-08-07 21:18:30,117,40,,,,
2021-08-07 21:19:30,117,40,,,,
2021-08-07 21:20:30,115,40,,,,
2021-08-07 21:21:30,115,40,,,,
2021-08-07 21:22:30,114,40,,,,
2021-08-07 21:23:30,113,40,,,,
2021-08-07 21:24:30,111,40,,,,
2021-08-07 21:25:30,111,40,,,,
2021-08-07 21:26:30,110,40,,,,
2021-08-07 21:27:30,110,40,,,,
2021-08-07 21:28:30,108,40,,,,
2021-08-07 21:29:30,109,40,,,,
2021-08-07 21:30:00,,,,,,27
2021-08-07 21:30:30,109,40,,,,
2021-08-07 21:31:30,109,40,,,,
2021-08-07 21:35:30,110,40,,,,
2021-08-07 21:45:00,,,,,,27
2021-08-07 21:50:30,109,40,,,,
2021-08-07 22:00:00,,,,,,27
2021-08-07 22:05:30,107,40,,,,
2021-08-07 22:08:30,108,40,,,,
2021-08-07 22:09:30,108,40,,,,
2021-08-07 22:10:30,108,40,,,,
2021-08-07 22:11:30,109,40,,,,
2021-08-07 22:12:30,108,40,,,,
2021-08-07 22:13:30,109,40,,,,
2021-08-07 22:14:30,109,40,,,,
2021-08-07 22:15:00,,,64,64,64,27
2021-08-07 22:15:30,109,40,,,,
2021-08-07 22:16:30,110,40,,,,
2021-08-07 22:17:30,110,40,,,,
2021-08-07 22:18:30,110,40,,,,
2021-08-07 22:19:30,110,40,,,,
2021-08-07 22:20:30,111,40,,,,
2021-08-07 22:21:30,110,40,,,,
2021-08-07 22:22:30,111,40,,,,
2021-08-07 22:23:30,112,40,,,,
2021-08-07 22:30:00,,,,,,27
2021-08-07 22:35:30,115,40,,,,
2021-08-07 22:45:00,,,60,60,60,27
2021-08-07 22:50:30,118,40,,,,
2021-08-07 23:00:00,,,,,,27
2021-08-07 23:05:30,119,40,,,,
2021-08-07 23:15:00,,,61,61,61,27
2021-08-07 23:15:30,118,40,,,,
2021-08-07 23:16:30,118,40,,,,
2021-08-07 23:17:30,118,40,,,,
2021-08-07 23:18:30,119,40,,,,
2021-08-07 23:19:30,118,40,,,,
2021-08-07 23:20:30,119,40,,,,
2021-08-07 23:21:30,119,40,,,,
2021-08-07 23:22:30,119,40,,,,
2021-08-07 23:23:30,120,40,,,,
2021-08-07 23:24:30,119,40,,,,
2021-08-07 23:25:30,118,40,,,,
2021-08-07 23:26:30,118,40,,,,
2021-08-07 23:27:30,120,40,,,,
2021-08-07 23:28:30,119,40,,,,
2021-08-07 23:29:30,120,40,,,,
2021-08-07 23:30:00,,,,,,27
2021-08-07 23:30:30,120,40,,,,
2021-08-07 23:35:30,120,40,,,,
2021-08-07 23:45:00,,,76,76,76,27
2021-08-07 23:50:30,121,40,,,,
2021-08-07 En: t:00,,,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Step count
2021-08-08 00:00:00,,,,,,0
2021-08-08 00:05:30,123,50,,,,
2021-08-08 00:15:00,,,63,63,63,0
2021-08-08 00:20:30,120,50,,,,
2021-08-08 00:30:00,,,,,,1
2021-08-08 00:35:30,118,50,,,,
2021-08-08 00:45:00,,,59,59,59,1
2021-08-08 00:50:30,117,50,,,,
2021-08-08 01:00:00,,,,,,1
2021-08-08 01:05:30,120,50,,,,
2021-08-08 01:15:00,,,56,56,56,1
2021-08-08 01:20:30,123,50,,,,
2021-08-08 01:30:00,,,,,,1
2021-08-08 01:35:30,130,50,,,,
2021-08-08 01:45:00,,,64,64,64,1
2021-08-08 01:50:30,120,50,,,,
